RELEASENUMBER,familyid,hhsize,age,lifesatis,dwellingunit,ownhome,employmnt,salaryamnt,owncar,numbercars,ownbusiness,healthins,collegeeduc,highlifesatis,age2,logage,worknow,retired
2,6848,4,42,2,1,1,1,52000,1,2,0,1,0,1,42,3.7376697,1,0
2,6525,5,40,2,1,1,1,0,1,4,1,1,1,1,40,3.6888795,1,0
2,6656,2,81,2,1,1,4,0,1,2,0,1,1,1,81,4.3944492,0,1
2,8164,3,30,2,1,0,1,0,1,3,0,1,1,1,30,3.4011974,1,0
2,6886,1,22,3,1,0,1,0,0,0,0,1,0,0,22,3.0910425,1,0
2,5710,2,62,2,1,1,4,0,1,3,1,1,1,1,62,4.1271343,0,1
2,103,1,64,3,1,1,1,0,1,2,0,1,0,0,64,4.1588831,1,0
2,215,1,42,2,1,1,1,0,1,1,0,1,0,1,42,3.7376697,1,0
2,289,1,38,2,1,0,1,0,0,0,0,1,0,1,38,3.6375861,1,0
2,233,2,39,2,3,0,1,68000,1,1,0,1,0,1,39,3.6635616,1,0
2,4108,2,89,2,3,1,4,0,1,1,0,1,0,1,89,4.4886365,0,1
2,7911,3,35,1,1,0,1,0,1,1,0,1,0,1,35,3.5553482,1,0
2,6206,4,36,1,1,1,1,125000,1,2,0,1,1,1,36,3.583519,1,0
2,6962,1,29,3,3,0,1,125000,1,1,0,1,0,0,29,3.3672957,1,0
2,7533,1,27,2,3,0,1,0,1,1,0,0,0,1,27,3.2958369,1,0
2,9212,2,27,2,1,1,1,55000,1,2,0,1,1,1,27,3.2958369,1,0
2,7868,3,26,2,1,0,1,0,1,1,0,1,0,1,26,3.2580965,1,0
2,9357,1,25,1,3,0,1,0,1,1,0,1,0,1,25,3.2188759,1,0
2,8976,1,24,2,3,0,1,50000,1,1,0,1,0,1,24,3.1780539,1,0
2,9320,2,65,2,1,1,1,0,1,2,0,1,1,1,65,4.1743875,1,0
2,6318,2,63,1,1,1,4,0,1,4,0,1,1,1,63,4.1431346,0,1
2,9373,2,57,1,1,1,1,195000,1,3,0,1,1,1,57,4.0430512,1,0
2,6003,4,34,2,1,0,1,65000,1,2,0,1,1,1,34,3.5263605,1,0
2,8167,3,35,1,3,0,1,100000,1,2,0,1,1,1,35,3.5553482,1,0
2,271,1,70,2,1,1,4,0,1,1,0,1,0,1,70,4.2484951,0,1
2,1927,2,49,2,1,1,1,0,1,2,0,0,1,1,49,3.8918202,1,0
2,1530,1,65,3,6,1,1,0,1,1,1,1,0,0,65,4.1743875,1,0
2,4065,1,58,1,1,0,1,23699,1,2,0,1,0,1,58,4.0604429,1,0
2,6623,2,55,3,3,0,5,0,0,0,0,1,0,0,55,4.0073333,0,0
2,9187,2,42,5,3,0,3,0,1,1,0,1,0,0,42,3.7376697,0,0
2,7178,1,36,3,7,0,6,0,0,0,0,0,0,0,36,3.583519,0,0
2,4221,1,26,2,1,0,1,0,1,1,0,1,0,1,26,3.2580965,1,0
2,6540,6,59,3,1,1,3,0,1,1,0,1,0,0,59,4.0775375,0,0
2,4017,2,55,2,2,1,1,0,1,3,0,1,0,1,55,4.0073333,1,0
2,6460,1,85,3,1,1,4,0,0,0,0,1,0,0,85,4.4426513,0,1
2,8722,1,67,2,4,1,1,0,0,0,0,1,0,1,67,4.2046928,1,0
2,8505,2,26,3,3,0,1,0,1,1,0,1,0,0,26,3.2580965,1,0
2,4535,2,62,1,2,1,4,0,1,1,0,1,0,1,62,4.1271343,0,1
2,5542,2,67,1,1,1,4,0,1,2,0,1,1,1,67,4.2046928,0,1
2,5541,4,48,2,1,1,1,87000,1,2,0,1,1,1,48,3.871201,1,0
2,7323,2,62,2,1,1,4,0,1,2,0,1,0,1,62,4.1271343,0,1
2,4626,3,59,2,3,0,5,0,1,2,0,1,0,1,59,4.0775375,0,0
2,9554,2,44,4,1,1,5,0,1,1,0,1,0,0,44,3.7841897,0,0
2,7842,2,60,1,1,1,1,0,1,2,0,1,0,1,60,4.0943446,1,0
2,6012,4,58,2,1,1,1,0,1,3,0,1,0,1,58,4.0604429,1,0
2,7844,3,37,3,1,0,1,0,1,1,0,1,0,0,37,3.6109178,1,0
2,7804,1,36,1,1,0,1,0,1,2,0,1,0,1,36,3.583519,1,0
2,7861,2,33,2,1,1,1,0,1,1,0,1,0,1,33,3.4965076,1,0
2,6179,4,31,2,1,1,1,0,1,2,0,1,1,1,31,3.4339871,1,0
2,9502,1,31,3,1,0,1,1200,1,1,0,0,0,0,31,3.4339871,1,0
2,5599,1,29,3,7,0,1,0,1,1,0,1,0,0,29,3.3672957,1,0
2,7857,2,56,2,1,1,1,0,1,2,0,1,0,1,56,4.0253515,1,0
2,8779,2,62,3,1,1,1,0,1,2,1,1,1,0,62,4.1271343,1,0
2,7854,6,30,1,1,0,1,0,1,4,0,1,0,1,30,3.4011974,1,0
2,7811,3,37,3,3,0,1,0,1,1,0,1,0,0,37,3.6109178,1,0
2,675,2,55,2,1,1,1,0,1,3,0,1,0,1,55,4.0073333,1,0
2,355,2,30,2,1,1,1,0,1,4,0,1,0,1,30,3.4011974,1,0
2,827,2,82,2,1,1,4,0,1,2,1,1,0,1,82,4.4067192,0,1
2,18,2,35,3,1,1,1,0,1,2,0,1,1,0,35,3.5553482,1,0
2,897,1,87,2,3,0,4,0,1,1,0,1,0,1,87,4.4659081,0,1
2,898,2,44,2,3,0,1,0,1,1,0,1,0,1,44,3.7841897,1,0
2,728,3,68,1,1,1,4,0,1,3,0,1,0,1,68,4.2195077,0,1
2,7753,1,52,1,1,1,1,0,1,1,0,1,0,1,52,3.9512436,1,0
2,4818,4,48,2,1,1,1,115000,1,5,0,1,0,1,48,3.871201,1,0
2,3906,3,41,2,1,1,1,0,1,2,0,1,0,1,41,3.713572,1,0
2,7600,2,30,1,1,1,1,76000,1,2,0,1,1,1,30,3.4011974,1,0
2,9343,2,25,3,1,0,3,0,1,2,0,1,0,0,25,3.2188759,0,0
2,3803,2,84,2,1,1,4,0,1,4,0,1,0,1,84,4.4308167,0,1
2,3875,3,49,2,1,0,1,0,1,2,0,1,0,1,49,3.8918202,1,0
2,4550,2,68,5,4,1,4,0,1,1,0,1,0,0,68,4.2195077,0,1
2,7384,2,22,1,1,0,6,0,1,1,0,1,0,1,22,3.0910425,0,0
2,7526,4,47,2,1,1,1,2700,1,5,0,1,0,1,47,3.8501475,1,0
2,6352,1,86,0,7,0,5,0,0,0,0,1,0,0,86,4.4543471,0,0
2,7003,2,69,2,1,1,4,0,1,2,0,1,0,1,69,4.2341065,0,1
2,4545,1,65,3,1,1,4,0,1,2,0,1,0,0,65,4.1743875,0,1
2,6665,1,64,2,3,0,4,0,1,1,0,1,0,1,64,4.1588831,0,1
2,5189,1,60,5,1,0,5,0,1,1,0,1,0,0,60,4.0943446,0,0
2,9328,3,45,1,1,0,3,0,1,3,0,1,1,1,45,3.8066626,0,0
2,8815,1,38,3,3,0,5,0,0,0,0,1,0,0,38,3.6375861,0,0
2,5635,5,38,3,1,1,1,0,1,2,0,1,0,0,38,3.6375861,1,0
2,6233,4,36,1,1,0,1,49000,1,2,0,1,1,1,36,3.583519,1,0
2,9253,2,33,3,1,1,6,0,1,2,0,1,1,0,33,3.4965076,0,0
2,4515,1,23,2,3,0,7,0,1,1,0,1,0,1,23,3.1354942,0,0
2,8603,3,23,3,1,0,1,0,1,2,0,0,1,0,23,3.1354942,1,0
2,6927,3,29,2,3,0,3,0,0,0,0,1,0,1,29,3.3672957,0,0
2,6931,2,53,2,1,1,1,0,1,2,0,1,1,1,53,3.9702919,1,0
2,5226,2,69,2,1,1,4,0,1,2,0,1,0,1,69,4.2341065,0,1
2,6647,5,39,1,1,1,1,0,1,3,0,1,1,1,39,3.6635616,1,0
2,5553,4,37,1,1,1,1,0,1,2,0,1,1,1,37,3.6109178,1,0
2,7613,7,27,2,1,0,1,0,1,2,0,0,0,1,27,3.2958369,1,0
2,9202,2,26,1,1,0,1,0,1,2,0,0,0,1,26,3.2580965,1,0
2,6075,3,44,2,1,1,1,0,1,4,0,1,1,1,44,3.7841897,1,0
2,6644,5,50,1,1,1,1,0,1,3,0,1,1,1,50,3.9120231,1,0
2,7123,3,40,1,1,0,1,0,1,2,0,1,0,1,40,3.6888795,1,0
2,5872,4,48,2,1,1,1,0,1,4,0,1,1,1,48,3.871201,1,0
2,5610,3,49,2,1,1,6,0,1,2,0,1,1,1,49,3.8918202,0,0
2,7444,4,45,2,1,1,1,0,1,4,1,1,0,1,45,3.8066626,1,0
2,6645,6,38,2,1,1,1,0,1,1,0,1,1,1,38,3.6375861,1,0
2,5187,5,30,2,1,1,1,75000,1,2,0,1,1,1,30,3.4011974,1,0
2,5615,2,36,2,1,1,1,87000,1,2,0,1,1,1,36,3.583519,1,0
2,5049,2,26,3,3,0,1,0,1,2,0,1,0,0,26,3.2580965,1,0
2,9275,3,37,1,1,1,1,0,1,2,0,1,0,1,37,3.6109178,1,0
2,7440,5,35,1,1,1,1,60000,1,4,0,1,1,1,35,3.5553482,1,0
2,7022,2,35,3,3,0,1,0,1,1,0,1,0,0,35,3.5553482,1,0
2,7928,4,31,2,1,0,1,0,1,1,0,1,0,1,31,3.4339871,1,0
2,6031,2,66,2,4,1,1,0,1,1,0,1,0,1,66,4.1896548,1,0
2,8512,3,65,2,1,1,4,0,1,4,0,1,0,1,65,4.1743875,0,1
2,7923,1,61,4,3,0,4,0,1,1,0,1,0,0,61,4.1108737,0,1
2,7599,4,40,2,1,1,1,75000,1,2,1,0,1,1,40,3.6888795,1,0
2,9557,3,43,3,4,0,1,0,1,1,1,1,0,0,43,3.7612002,1,0
2,8642,4,42,1,1,0,1,0,1,4,0,1,0,1,42,3.7376697,1,0
2,7963,4,37,2,1,1,1,0,1,2,0,1,0,1,37,3.6109178,1,0
2,9517,2,30,2,1,1,1,0,1,1,0,1,0,1,30,3.4011974,1,0
2,7060,2,28,3,1,1,1,0,1,2,0,1,0,0,28,3.3322046,1,0
2,7206,4,36,3,1,1,1,0,1,1,0,1,0,0,36,3.583519,1,0
2,7214,3,31,2,3,0,1,0,1,1,0,1,0,1,31,3.4339871,1,0
2,6038,4,39,2,1,1,1,0,1,4,0,1,1,1,39,3.6635616,1,0
2,7143,3,44,5,4,0,1,0,1,1,0,1,0,0,44,3.7841897,1,0
2,7328,4,31,2,2,0,1,0,1,3,0,1,0,1,31,3.4339871,1,0
2,1841,2,60,2,1,1,1,298,1,1,1,0,0,1,60,4.0943446,1,0
2,2523,4,37,2,1,1,1,500,1,3,0,1,1,1,37,3.6109178,1,0
2,1244,4,55,2,1,1,1,0,1,4,0,1,1,1,55,4.0073333,1,0
2,1969,5,62,3,1,1,1,0,1,3,1,1,0,0,62,4.1271343,1,0
2,7846,1,82,0,3,0,4,0,1,1,0,1,0,0,82,4.4067192,0,1
2,5109,1,63,3,3,0,1,0,1,1,0,1,0,0,63,4.1431346,1,0
2,5402,1,58,3,3,0,1,0,1,1,0,1,0,0,58,4.0604429,1,0
2,5928,2,56,3,1,1,6,0,1,3,0,1,1,0,56,4.0253515,0,0
2,9553,1,46,3,3,0,1,0,1,1,0,1,0,0,46,3.8286414,1,0
2,6443,2,42,3,3,0,1,0,1,2,0,1,0,0,42,3.7376697,1,0
2,9051,4,40,1,1,1,1,0,1,2,0,1,0,1,40,3.6888795,1,0
2,6182,3,37,2,1,1,1,0,1,1,0,1,0,1,37,3.6109178,1,0
2,6593,1,36,2,3,0,1,0,1,2,0,1,0,1,36,3.583519,1,0
2,5065,4,32,1,1,1,1,0,1,2,0,1,0,1,32,3.4657359,1,0
2,8376,1,32,4,3,0,1,0,0,0,0,1,0,0,32,3.4657359,1,0
2,6986,1,21,5,7,0,3,0,1,1,0,1,0,0,21,3.0445225,0,0
2,8690,3,42,2,1,0,1,0,0,0,0,1,0,1,42,3.7376697,1,0
2,7892,2,67,2,1,1,4,0,1,2,0,1,0,1,67,4.2046928,0,1
2,9544,3,39,1,1,1,5,0,1,4,0,0,0,1,39,3.6635616,0,0
2,6152,1,55,1,1,1,1,60000,1,2,0,1,0,1,55,4.0073333,1,0
2,6275,2,52,2,4,1,1,48000,1,3,0,1,0,1,52,3.9512436,1,0
2,7004,2,47,2,1,0,1,60000,1,4,0,1,1,1,47,3.8501475,1,0
2,8327,5,33,1,1,1,1,0,1,2,0,1,0,1,33,3.4965076,1,0
2,9235,3,30,9,1,1,6,0,1,2,0,1,0,0,30,3.4011974,0,0
2,6126,1,25,2,3,0,7,26000,1,1,0,1,0,1,25,3.2188759,0,0
2,5906,2,67,2,1,1,1,0,1,2,0,1,0,1,67,4.2046928,1,0
2,8665,1,62,2,1,1,1,0,1,3,0,1,0,1,62,4.1271343,1,0
2,6840,1,66,3,1,1,4,0,1,1,0,1,0,0,66,4.1896548,0,1
2,8878,1,78,2,4,0,4,0,1,1,0,1,0,1,78,4.356709,0,1
2,5566,2,58,3,1,1,1,4180,1,2,0,1,0,0,58,4.0604429,1,0
2,6882,2,53,1,1,1,1,86600,1,3,1,1,1,1,53,3.9702919,1,0
2,7191,2,29,2,1,1,1,750,1,1,0,0,0,1,29,3.3672957,1,0
2,7581,4,40,2,1,1,1,0,1,3,0,1,1,1,40,3.6888795,1,0
2,3804,2,71,1,1,1,4,0,1,3,0,1,0,1,71,4.2626801,0,1
2,3841,1,51,3,1,0,5,0,1,1,0,1,0,0,51,3.9318256,0,0
2,8808,1,34,2,4,0,1,0,1,1,0,1,0,1,34,3.5263605,1,0
2,5454,2,28,2,1,1,3,0,1,2,0,1,1,1,28,3.3322046,0,0
2,9171,4,34,3,1,1,1,0,1,2,0,1,0,0,34,3.5263605,1,0
2,1109,2,61,3,1,1,1,0,1,2,0,1,0,0,61,4.1108737,1,0
2,2219,4,40,1,1,1,1,85000,1,3,0,1,0,1,40,3.6888795,1,0
2,5426,1,95,2,3,0,4,0,0,0,0,1,0,1,95,4.5538769,0,1
2,7434,2,61,3,1,1,1,0,1,2,0,1,0,0,61,4.1108737,1,0
2,6562,4,38,2,1,1,1,0,1,3,0,1,0,1,38,3.6375861,1,0
2,8677,2,36,2,1,0,1,0,1,2,0,1,0,1,36,3.583519,1,0
2,4666,2,56,4,4,1,4,0,1,2,0,1,0,0,56,4.0253515,0,1
2,4330,4,57,1,1,1,1,110000,1,3,0,1,0,1,57,4.0430512,1,0
2,1431,2,62,1,3,0,5,0,1,1,0,1,0,1,62,4.1271343,0,0
2,1649,2,70,1,3,0,4,0,1,1,0,1,0,1,70,4.2484951,0,1
2,1784,1,68,3,1,0,5,0,0,0,0,1,0,0,68,4.2195077,0,0
2,1087,2,48,1,1,1,1,0,1,3,0,1,0,1,48,3.871201,1,0
2,1192,1,46,2,1,0,1,0,1,3,0,1,0,1,46,3.8286414,1,0
2,1754,5,41,3,4,1,1,0,1,2,0,1,0,0,41,3.713572,1,0
2,1289,2,41,3,1,1,1,0,1,2,0,1,0,0,41,3.713572,1,0
2,1169,1,30,3,1,0,3,0,0,0,0,1,0,0,30,3.4011974,0,0
2,1086,2,69,3,1,0,4,0,1,2,0,1,0,0,69,4.2341065,0,1
2,1114,2,48,3,1,1,5,0,0,0,0,1,0,0,48,3.871201,0,0
2,1898,2,47,3,3,0,1,30000,1,2,0,1,1,0,47,3.8501475,1,0
2,2493,8,34,1,1,0,6,0,1,1,0,1,0,1,34,3.5263605,0,0
2,1853,1,28,2,3,0,1,0,1,1,0,1,0,1,28,3.3322046,1,0
2,1933,1,26,4,1,0,1,0,0,0,0,0,0,0,26,3.2580965,1,0
2,8027,2,57,2,1,0,3,0,1,2,0,1,0,1,57,4.0430512,0,0
2,6309,2,49,3,1,0,5,0,1,2,0,1,0,0,49,3.8918202,0,0
2,7782,6,35,3,1,1,1,0,1,4,0,1,0,0,35,3.5553482,1,0
2,9121,1,31,3,3,0,7,0,1,1,0,1,0,0,31,3.4339871,0,0
2,7224,5,62,3,1,0,1,0,1,2,0,1,0,0,62,4.1271343,1,0
2,608,5,42,2,1,1,1,103000,1,2,0,1,1,1,42,3.7376697,1,0
2,265,1,36,2,6,1,1,0,1,1,0,1,0,1,36,3.583519,1,0
2,778,2,34,1,1,0,1,210000,1,2,0,1,1,1,34,3.5263605,1,0
2,557,2,65,2,1,1,1,116000,1,1,0,1,1,1,65,4.1743875,1,0
2,721,3,33,2,1,1,1,95000,1,2,0,1,1,1,33,3.4965076,1,0
2,426,2,29,2,1,0,1,58000,1,2,1,1,1,1,29,3.3672957,1,0
2,342,2,69,2,1,1,4,0,1,3,0,1,1,1,69,4.2341065,0,1
2,165,2,29,2,1,0,3,0,1,1,0,1,1,1,29,3.3672957,0,0
2,1749,4,78,2,1,1,4,0,1,3,0,1,0,1,78,4.356709,0,1
2,1791,2,37,2,1,0,1,0,1,2,0,1,0,1,37,3.6109178,1,0
2,1665,2,33,3,1,0,1,0,1,3,0,1,0,0,33,3.4965076,1,0
2,1978,2,33,3,1,1,1,0,1,2,0,1,0,0,33,3.4965076,1,0
2,1713,4,30,3,1,0,1,0,1,1,0,1,0,0,30,3.4011974,1,0
2,1605,1,30,2,1,0,1,0,1,1,0,1,0,1,30,3.4011974,1,0
2,1570,1,29,1,1,0,1,0,1,1,0,1,0,1,29,3.3672957,1,0
2,2043,2,57,2,1,1,1,0,1,3,0,1,0,1,57,4.0430512,1,0
2,1965,2,26,3,1,0,1,0,1,2,0,1,0,0,26,3.2580965,1,0
2,1590,1,57,1,7,0,6,0,0,0,0,1,0,1,57,4.0430512,0,0
2,2053,1,55,2,1,0,1,0,1,1,1,1,0,1,55,4.0073333,1,0
2,1143,1,51,1,1,1,1,80000,1,1,0,1,0,1,51,3.9318256,1,0
2,2295,2,29,2,1,0,7,0,0,0,0,1,0,1,29,3.3672957,0,0
2,1482,1,27,3,1,0,1,50000,1,1,0,1,0,0,27,3.2958369,1,0
2,77,1,67,2,1,1,5,0,1,1,0,1,0,1,67,4.2046928,0,0
2,168,1,38,2,2,0,1,70500,1,1,0,1,0,1,38,3.6375861,1,0
2,4525,2,70,2,1,1,4,0,1,2,0,1,1,1,70,4.2484951,0,1
2,9462,4,45,3,1,1,1,43000,1,2,0,1,1,0,45,3.8066626,1,0
2,3236,2,62,2,1,1,1,0,1,2,0,1,0,1,62,4.1271343,1,0
2,3390,1,57,2,4,1,1,0,1,1,0,1,0,1,57,4.0430512,1,0
2,3187,1,38,3,3,0,1,0,1,1,0,1,0,0,38,3.6375861,1,0
2,3050,3,35,1,1,1,1,0,1,2,0,1,0,1,35,3.5553482,1,0
2,2959,4,33,2,1,1,1,0,1,2,0,1,0,1,33,3.4965076,1,0
2,2110,1,75,2,1,1,4,0,1,1,0,1,0,1,75,4.3174882,0,1
2,513,2,75,2,1,1,4,0,1,2,0,1,0,1,75,4.3174882,0,1
2,6675,2,76,2,1,1,4,0,1,3,0,1,0,1,76,4.3307333,0,1
2,1877,1,78,3,3,0,4,0,0,0,0,1,0,0,78,4.356709,0,1
2,1340,4,51,3,1,1,1,0,1,2,0,1,1,0,51,3.9318256,1,0
2,958,1,59,3,4,0,1,0,1,1,0,1,0,0,59,4.0775375,1,0
2,856,3,39,2,1,0,1,0,1,2,0,1,0,1,39,3.6635616,1,0
2,531,2,61,3,4,1,5,0,1,2,0,1,0,0,61,4.1108737,0,0
2,5676,3,79,2,1,1,4,0,1,2,0,1,0,1,79,4.3694477,0,1
2,6444,2,57,2,1,1,4,0,1,2,0,1,1,1,57,4.0430512,0,1
2,8224,5,39,2,1,1,1,0,1,2,0,1,0,1,39,3.6635616,1,0
2,9540,6,33,1,1,1,5,0,1,1,0,1,0,1,33,3.4965076,0,0
2,2966,1,77,3,1,1,4,0,1,3,0,1,0,0,77,4.3438053,0,1
2,2814,1,65,3,4,0,5,0,1,1,0,1,0,0,65,4.1743875,0,0
2,2630,1,64,4,4,1,5,0,0,0,0,1,0,0,64,4.1588831,0,0
2,2748,8,45,3,1,0,5,0,1,1,0,1,0,0,45,3.8066626,0,0
2,3004,3,47,2,1,1,1,65000,1,3,0,1,0,1,47,3.8501475,1,0
2,2799,4,43,2,6,0,1,0,1,1,1,1,0,1,43,3.7612002,1,0
2,2835,2,42,2,4,0,6,0,1,1,0,1,0,1,42,3.7376697,0,0
2,2620,2,36,3,3,0,5,0,0,0,0,1,0,0,36,3.583519,0,0
2,3706,6,37,1,1,0,1,0,1,3,0,1,0,1,37,3.6109178,1,0
2,2769,3,29,3,3,0,1,0,0,0,0,1,0,0,29,3.3672957,1,0
2,2833,3,27,2,3,0,1,0,1,2,0,0,0,1,27,3.2958369,1,0
2,2958,5,27,2,2,0,1,0,1,2,0,1,0,1,27,3.2958369,1,0
2,3532,3,22,4,4,0,1,0,1,1,0,1,0,0,22,3.0910425,1,0
2,3520,2,22,1,1,0,1,0,0,0,0,0,0,1,22,3.0910425,1,0
2,3225,2,18,2,2,0,1,0,1,2,0,0,0,1,18,2.8903718,1,0
2,3668,1,18,3,3,0,1,0,0,0,0,1,0,0,18,2.8903718,1,0
2,2617,3,42,3,4,1,5,0,0,0,0,1,0,0,42,3.7376697,0,0
2,2738,2,63,2,1,1,4,0,1,2,0,1,0,1,63,4.1431346,0,1
2,2686,1,40,3,3,0,1,0,1,1,0,0,0,0,40,3.6888795,1,0
2,3391,3,44,4,1,0,1,0,0,0,0,1,0,0,44,3.7841897,1,0
2,2771,2,33,3,3,0,1,0,1,1,0,1,0,0,33,3.4965076,1,0
2,2743,2,43,2,4,1,1,0,1,2,0,1,0,1,43,3.7612002,1,0
2,3196,3,30,3,1,0,1,0,1,1,0,1,0,0,30,3.4011974,1,0
2,3364,7,39,1,4,1,5,0,1,1,0,1,0,1,39,3.6635616,0,0
2,4791,1,69,2,3,0,4,0,1,1,0,1,0,1,69,4.2341065,0,1
2,4606,2,65,1,1,1,4,0,1,2,0,1,0,1,65,4.1743875,0,1
2,6022,2,42,3,2,0,1,0,1,1,1,1,0,0,42,3.7376697,1,0
2,8889,1,36,3,1,0,3,0,1,1,0,1,0,0,36,3.583519,0,0
2,6367,2,22,3,3,0,7,0,1,2,0,1,0,0,22,3.0910425,0,0
2,7418,2,21,1,2,0,3,0,0,0,0,0,0,1,21,3.0445225,0,0
2,4625,5,41,2,1,1,1,120000,1,2,0,1,1,1,41,3.713572,1,0
2,8622,5,53,3,1,1,1,0,1,2,0,1,0,0,53,3.9702919,1,0
2,4530,4,39,3,1,1,1,0,1,2,0,1,0,0,39,3.6635616,1,0
2,9159,2,36,3,4,1,6,0,1,1,0,1,0,0,36,3.583519,0,0
2,8422,5,28,3,1,0,1,0,1,2,0,1,1,0,28,3.3322046,1,0
2,6445,2,47,3,3,0,5,0,0,0,0,1,0,0,47,3.8501475,0,0
2,6976,2,55,4,3,0,1,0,1,2,0,0,0,0,55,4.0073333,1,0
2,4936,1,83,0,3,0,5,0,0,0,0,1,0,0,83,4.4188404,0,0
2,9000,2,41,1,1,1,1,0,1,2,0,1,0,1,41,3.713572,1,0
2,5875,5,36,2,1,1,1,250000,1,5,1,1,1,1,36,3.583519,1,0
2,4110,2,64,2,1,1,4,0,1,4,0,1,1,1,64,4.1588831,0,1
2,4376,2,34,1,1,1,1,0,1,9,1,1,1,1,34,3.5263605,1,0
2,8353,2,31,2,1,1,1,0,1,2,0,1,0,1,31,3.4339871,1,0
2,4617,2,76,3,1,1,4,0,1,1,0,1,0,0,76,4.3307333,0,1
2,6325,4,50,1,1,1,1,300000,1,3,0,1,1,1,50,3.9120231,1,0
2,9314,4,48,2,1,1,1,65000,1,2,0,1,1,1,48,3.871201,1,0
2,8988,1,32,3,1,0,1,60000,1,1,0,1,0,0,32,3.4657359,1,0
2,7768,4,30,1,1,0,1,60000,1,2,0,1,1,1,30,3.4011974,1,0
2,8308,1,25,3,3,0,1,37000,1,1,0,1,0,0,25,3.2188759,1,0
2,5947,2,57,2,1,1,3,0,1,2,1,1,1,1,57,4.0430512,0,0
2,7752,2,53,2,1,1,1,125000,1,2,0,1,1,1,53,3.9702919,1,0
2,7422,4,29,1,1,1,1,0,1,2,0,1,1,1,29,3.3672957,1,0
2,7563,3,27,2,1,0,1,41000,1,2,0,1,0,1,27,3.2958369,1,0
2,597,3,37,2,1,1,1,280000,1,2,0,1,1,1,37,3.6109178,1,0
2,4083,2,69,1,1,1,4,0,1,3,0,1,1,1,69,4.2341065,0,1
2,766,1,75,3,2,1,1,0,1,1,0,1,0,0,75,4.3174882,1,0
2,3967,1,51,5,1,0,1,0,1,2,1,1,0,0,51,3.9318256,1,0
2,7545,3,26,3,1,0,1,0,1,2,0,1,0,0,26,3.2580965,1,0
2,8074,2,21,2,1,0,1,0,1,2,0,1,0,1,21,3.0445225,1,0
2,6684,2,68,2,1,1,4,0,1,3,0,1,0,1,68,4.2195077,0,1
2,7919,2,56,3,1,1,1,0,1,3,0,1,0,0,56,4.0253515,1,0
2,6879,2,30,2,1,0,1,60000,1,2,0,1,1,1,30,3.4011974,1,0
2,4210,1,61,2,1,1,4,0,1,1,0,1,0,1,61,4.1108737,0,1
2,6074,4,41,1,1,1,1,43000,1,2,0,1,1,1,41,3.713572,1,0
2,5084,1,38,3,3,1,1,0,1,1,0,1,0,0,38,3.6375861,1,0
2,4760,2,33,2,1,1,1,73000,1,2,0,1,1,1,33,3.4965076,1,0
2,6258,4,53,3,1,1,1,111300,1,5,0,1,1,0,53,3.9702919,1,0
2,8249,1,69,2,1,1,1,0,1,1,0,1,0,1,69,4.2341065,1,0
2,8949,5,70,2,1,1,1,0,1,2,0,1,0,1,70,4.2484951,1,0
2,8058,2,68,1,1,1,4,0,1,4,0,1,0,1,68,4.2195077,0,1
2,3843,2,44,2,1,1,1,1125,1,2,0,1,0,1,44,3.7841897,1,0
2,9431,4,37,2,1,1,1,0,1,1,1,1,0,1,37,3.6109178,1,0
2,9066,6,34,2,1,0,1,0,1,1,0,1,0,1,34,3.5263605,1,0
2,9098,5,33,2,1,1,2,0,1,1,0,1,1,1,33,3.4965076,0,0
2,8552,3,30,2,1,0,1,0,1,2,0,1,0,1,30,3.4011974,1,0
2,8538,2,52,2,1,1,1,0,1,3,0,1,0,1,52,3.9512436,1,0
2,4637,3,43,2,1,1,1,56000,1,2,0,1,0,1,43,3.7612002,1,0
2,4150,3,29,2,1,0,1,0,1,4,1,1,0,1,29,3.3672957,1,0
2,8252,3,25,2,1,1,1,0,1,3,0,1,1,1,25,3.2188759,1,0
2,3781,3,55,2,1,1,1,9999999,1,4,1,1,1,1,55,4.0073333,1,0
2,5956,2,49,1,1,1,1,70000,1,3,0,1,0,1,49,3.8918202,1,0
2,4012,4,45,2,1,1,1,0,1,5,1,1,0,1,45,3.8066626,1,0
2,3950,1,35,2,2,0,1,0,1,1,0,1,0,1,35,3.5553482,1,0
2,4460,4,34,2,1,1,1,0,1,2,0,1,0,1,34,3.5263605,1,0
2,3786,5,33,1,1,1,1,0,1,2,0,1,0,1,33,3.4965076,1,0
2,8260,4,32,1,1,1,1,0,1,3,0,1,0,1,32,3.4657359,1,0
2,5363,3,34,2,1,0,6,0,1,1,0,1,0,1,34,3.5263605,0,0
2,8295,4,36,1,1,1,1,0,1,3,0,1,0,1,36,3.583519,1,0
2,7039,3,30,1,1,1,1,0,1,2,0,1,1,1,30,3.4011974,1,0
2,6590,2,71,2,1,1,4,0,1,2,0,1,1,1,71,4.2626801,0,1
2,1836,2,63,2,1,1,1,50800,1,3,0,1,0,1,63,4.1431346,1,0
2,1228,1,60,1,1,1,1,0,1,1,0,1,0,1,60,4.0943446,1,0
2,2507,4,38,2,1,0,1,49000,1,2,0,1,0,1,38,3.6375861,1,0
2,1947,2,47,1,4,1,1,62000,1,1,0,1,1,1,47,3.8501475,1,0
2,2264,3,35,2,1,1,1,54000,1,2,0,1,1,1,35,3.5553482,1,0
2,708,2,82,2,1,1,5,0,0,0,0,0,0,1,82,4.4067192,0,0
